category,unit,normal_range_lower,normal_range_upper,outlier_range_min,outlier_range_max,total_values,segment,bin_num,binning_method,bin_min,bin_max,count,percentage,token
pco2_venous,mmHg,40.0,52.0,0.0,250.0,196213,normal,5,quantile,48.7,52.0,10862,19.931006642445595,lab_pco2_venous_normal_49_to_52
pco2_venous,mmHg,40.0,52.0,0.0,250.0,196213,above,1,quantile,51.999,54.0,5883,23.186063926220786,lab_pco2_venous_above_52_to_54
pco2_venous,mmHg,40.0,52.0,0.0,250.0,196213,above,2,quantile,54.0,56.7,4306,16.97079572774209,lab_pco2_venous_above_54_to_57
pco2_venous,mmHg,40.0,52.0,0.0,250.0,196213,above,3,quantile,56.7,60.8,5060,19.94245851889804,lab_pco2_venous_above_57_to_61
pco2_venous,mmHg,40.0,52.0,0.0,250.0,196213,above,4,quantile,60.8,68.0,5130,20.21834233240058,lab_pco2_venous_above_61_to_68
pco2_venous,mmHg,40.0,52.0,0.0,250.0,196213,above,5,quantile,68.0,217.0,4994,19.682339494738503,lab_pco2_venous_above_68_to_217
ph_arterial,(no units),7.35,7.45,6.0,10.0,932462,below,1,quantile,6.552,7.226,51611,20.048556889251447,lab_ph_arterial_below_6p6_to_7p2
ph_arterial,(no units),7.35,7.45,6.0,10.0,932462,below,2,quantile,7.226,7.28,51850,20.141397661500214,lab_ph_arterial_below_7p2_to_7p3
ph_arterial,(no units),7.35,7.45,6.0,10.0,932462,below,3,quantile,7.28,7.311,51434,19.9798003340714,lab_ph_arterial_below_7p3_to_7p3
ph_arterial,(no units),7.35,7.45,6.0,10.0,932462,below,4,quantile,7.311,7.333,51595,20.04234160742726,lab_ph_arterial_below_7p3_to_7p3
ph_arterial,(no units),7.35,7.45,6.0,10.0,932462,below,5,quantile,7.333,7.35,50940,19.78790350774968,lab_ph_arterial_below_7p3_to_7p3
ph_arterial,(no units),7.35,7.45,6.0,10.0,932462,normal,1,quantile,7.348999999999999,7.374,94922,20.188094974776046,lab_ph_arterial_normal_7p3_to_7p4
ph_arterial,(no units),7.35,7.45,6.0,10.0,932462,normal,2,quantile,7.374,7.395,96479,20.519239112865492,lab_ph_arterial_normal_7p4_to_7p4
ph_arterial,(no units),7.35,7.45,6.0,10.0,932462,normal,3,quantile,7.395,7.413,93431,19.870987775102726,lab_ph_arterial_normal_7p4_to_7p4
ph_arterial,(no units),7.35,7.45,6.0,10.0,932462,normal,4,quantile,7.413,7.431,94943,20.192561273362994,lab_ph_arterial_normal_7p4_to_7p4
ph_arterial,(no units),7.35,7.45,6.0,10.0,932462,normal,5,quantile,7.431,7.45,90413,19.229116863892738,lab_ph_arterial_normal_7p4_to_7p5
ph_arterial,(no units),7.35,7.45,6.0,10.0,932462,above,1,quantile,7.449,7.459,42611,20.03234435454678,lab_ph_arterial_above_7p4_to_7p5
ph_arterial,(no units),7.35,7.45,6.0,10.0,932462,above,2,quantile,7.459,7.471,43978,20.675000352591073,lab_ph_arterial_above_7p5_to_7p5
ph_arterial,(no units),7.35,7.45,6.0,10.0,932462,above,3,quantile,7.471,7.486,42829,20.134830826802563,lab_ph_arterial_above_7p5_to_7p5
ph_arterial,(no units),7.35,7.45,6.0,10.0,932462,above,4,quantile,7.486,7.508,41107,19.325281720268343,lab_ph_arterial_above_7p5_to_7p5
ph_arterial,(no units),7.35,7.45,6.0,10.0,932462,above,5,quantile,7.508,8.136,42186,19.832542745791237,lab_ph_arterial_above_7p5_to_8p1
ph_venous,(no units),7.31,7.41,5.0,10.0,160658,below,1,quantile,6.550999999999999,7.208,5402,20.066864784546805,lab_ph_venous_below_6p6_to_7p2
ph_venous,(no units),7.31,7.41,5.0,10.0,160658,below,2,quantile,7.208,7.254,5425,20.152303120356613,lab_ph_venous_below_7p2_to_7p3
ph_venous,(no units),7.31,7.41,5.0,10.0,160658,below,3,quantile,7.254,7.28,5664,21.040118870728083,lab_ph_venous_below_7p3_to_7p3
ph_venous,(no units),7.31,7.41,5.0,10.0,160658,below,4,quantile,7.28,7.298,5295,19.669390787518573,lab_ph_venous_below_7p3_to_7p3
ph_venous,(no units),7.31,7.41,5.0,10.0,160658,below,5,quantile,7.298,7.31,5134,19.071322436849925,lab_ph_venous_below_7p3_to_7p3
ph_venous,(no units),7.31,7.41,5.0,10.0,160658,normal,1,quantile,7.308999999999999,7.339,16759,20.164356530946193,lab_ph_venous_normal_7p3_to_7p3
ph_venous,(no units),7.31,7.41,5.0,10.0,160658,normal,2,quantile,7.339,7.36,17179,20.66969871979979,lab_ph_venous_normal_7p3_to_7p4
ph_venous,(no units),7.31,7.41,5.0,10.0,160658,normal,3,quantile,7.36,7.378,16391,19.721580517855426,lab_ph_venous_normal_7p4_to_7p4
ph_venous,(no units),7.31,7.41,5.0,10.0,160658,normal,4,quantile,7.378,7.394,16397,19.728799691981905,lab_ph_venous_normal_7p4_to_7p4
ph_venous,(no units),7.31,7.41,5.0,10.0,160658,normal,5,quantile,7.394,7.41,16386,19.71556453941669,lab_ph_venous_normal_7p4_to_7p4
ph_venous,(no units),7.31,7.41,5.0,10.0,160658,above,1,quantile,7.409,7.42,10731,20.20789785887803,lab_ph_venous_above_7p4_to_7p4
ph_venous,(no units),7.31,7.41,5.0,10.0,160658,above,2,quantile,7.42,7.434,10575,19.914129145246033,lab_ph_venous_above_7p4_to_7p4
ph_venous,(no units),7.31,7.41,5.0,10.0,160658,above,3,quantile,7.434,7.452,10839,20.411276199084796,lab_ph_venous_above_7p4_to_7p5
ph_venous,(no units),7.31,7.41,5.0,10.0,160658,above,4,quantile,7.452,7.48,10647,20.049714705383874,lab_ph_venous_above_7p5_to_7p5
ph_venous,(no units),7.31,7.41,5.0,10.0,160658,above,5,quantile,7.48,7.872,10311,19.416982091407263,lab_ph_venous_above_7p5_to_7p9
po2_arterial,mmHg,80.0,100.0,0.0,700.0,766923,below,1,quantile,6.999,58.0,38223,21.286442235402223,lab_po2_arterial_below_7_to_58
po2_arterial,mmHg,80.0,100.0,0.0,700.0,766923,below,2,quantile,58.0,66.0,38740,21.574360259516055,lab_po2_arterial_below_58_to_66
po2_arterial,mmHg,80.0,100.0,0.0,700.0,766923,below,3,quantile,66.0,71.0,33981,18.924066494027233,lab_po2_arterial_below_66_to_71
po2_arterial,mmHg,80.0,100.0,0.0,700.0,766923,below,4,quantile,71.0,76.0,37682,20.985158577673822,lab_po2_arterial_below_71_to_76
po2_arterial,mmHg,80.0,100.0,0.0,700.0,766923,below,5,quantile,76.0,80.0,30939,17.22997243338067,lab_po2_arterial_below_76_to_80
po2_arterial,mmHg,80.0,100.0,0.0,700.0,766923,normal,1,quantile,79.999,83.0,30874,21.69321463452337,lab_po2_arterial_normal_80_to_83
po2_arterial,mmHg,80.0,100.0,0.0,700.0,766923,normal,2,quantile,83.0,87.0,29290,20.580237631832265,lab_po2_arterial_normal_83_to_87
po2_arterial,mmHg,80.0,100.0,0.0,700.0,766923,normal,3,quantile,87.0,91.0,27923,19.619732857413872,lab_po2_arterial_normal_87_to_91
po2_arterial,mmHg,80.0,100.0,0.0,700.0,766923,normal,4,quantile,91.0,96.0,31141,21.880818712628493,lab_po2_arterial_normal_91_to_96
po2_arterial,mmHg,80.0,100.0,0.0,700.0,766923,normal,5,quantile,96.0,100.0,23093,16.225996163601998,lab_po2_arterial_normal_96_to_100
po2_arterial,mmHg,80.0,100.0,0.0,700.0,766923,above,1,quantile,99.999,118.0,93828,20.4660861674839,lab_po2_arterial_above_100_to_118
po2_arterial,mmHg,80.0,100.0,0.0,700.0,766923,above,2,quantile,118.0,141.0,93046,20.295513637077494,lab_po2_arterial_above_118_to_141
po2_arterial,mmHg,80.0,100.0,0.0,700.0,766923,above,3,quantile,141.0,168.0,88584,19.32224684593505,lab_po2_arterial_above_141_to_168
po2_arterial,mmHg,80.0,100.0,0.0,700.0,766923,above,4,quantile,168.0,209.0,92296,20.131921056764444,lab_po2_arterial_above_168_to_209
po2_arterial,mmHg,80.0,100.0,0.0,700.0,766923,above,5,quantile,209.0,678.0,90702,19.784232292739105,lab_po2_arterial_above_209_to_678
so2_arterial,%,90.0,100.0,0.0,100.0,602177,below,1,quantile,3.299,76.6,8870,20.05199502656268,lab_so2_arterial_below_3_to_77
so2_arterial,%,90.0,100.0,0.0,100.0,602177,below,2,quantile,76.6,83.9,8917,20.15824573301684,lab_so2_arterial_below_77_to_84
so2_arterial,%,90.0,100.0,0.0,100.0,602177,below,3,quantile,83.9,87.1,9059,20.47925850570815,lab_so2_arterial_below_84_to_87
so2_arterial,%,90.0,100.0,0.0,100.0,602177,below,4,quantile,87.1,88.9,9192,20.77992539844015,lab_so2_arterial_below_87_to_89
so2_arterial,%,90.0,100.0,0.0,100.0,602177,below,5,quantile,88.9,90.0,8197,18.530575336272182,lab_so2_arterial_below_89_to_90
so2_arterial,%,90.0,100.0,0.0,100.0,602177,normal,1,quantile,89.999,95.6,112422,20.11472453229893,lab_so2_arterial_normal_90_to_96
so2_arterial,%,90.0,100.0,0.0,100.0,602177,normal,2,quantile,95.6,97.7,114821,20.5439574595995,lab_so2_arterial_normal_96_to_98
so2_arterial,%,90.0,100.0,0.0,100.0,602177,normal,3,quantile,97.7,98.8,122485,21.91521263043385,lab_so2_arterial_normal_98_to_99
so2_arterial,%,90.0,100.0,0.0,100.0,602177,normal,4,quantile,98.8,99.3,100291,17.944226557691483,lab_so2_arterial_normal_98p8_to_99p3
so2_arterial,%,90.0,100.0,0.0,100.0,602177,normal,5,quantile,99.3,100.0,108885,19.481878819976238,lab_so2_arterial_normal_99p3_to_100p0
so2_central_venous,%,60.0,75.0,0.0,100.0,185261,below,1,quantile,2.999,37.6,13607,20.02560781774298,lab_so2_central_venous_below_3_to_38
so2_central_venous,%,60.0,75.0,0.0,100.0,185261,below,2,quantile,37.6,47.5,13676,20.127156060516864,lab_so2_central_venous_below_38_to_48
so2_central_venous,%,60.0,75.0,0.0,100.0,185261,below,3,quantile,47.5,53.0,13826,20.347913110025313,lab_so2_central_venous_below_48_to_53
so2_central_venous,%,60.0,75.0,0.0,100.0,185261,below,4,quantile,53.0,57.0,14083,20.726143521516455,lab_so2_central_venous_below_53_to_57
so2_central_venous,%,60.0,75.0,0.0,100.0,185261,below,5,quantile,57.0,60.0,12756,18.773179490198387,lab_so2_central_venous_below_57_to_60
so2_central_venous,%,60.0,75.0,0.0,100.0,185261,normal,1,quantile,59.999,62.8,13461,20.092244313093317,lab_so2_central_venous_normal_60_to_63
so2_central_venous,%,60.0,75.0,0.0,100.0,185261,normal,2,quantile,62.8,65.5,13548,20.222102812108186,lab_so2_central_venous_normal_63_to_66
so2_central_venous,%,60.0,75.0,0.0,100.0,185261,normal,3,quantile,65.5,68.3,13462,20.093736939518777,lab_so2_central_venous_normal_66_to_68
so2_central_venous,%,60.0,75.0,0.0,100.0,185261,normal,4,quantile,68.3,71.4,13281,19.823571556510835,lab_so2_central_venous_normal_68_to_71
so2_central_venous,%,60.0,75.0,0.0,100.0,185261,normal,5,quantile,71.4,75.0,13244,19.76834437876888,lab_so2_central_venous_normal_71_to_75
so2_central_venous,%,60.0,75.0,0.0,100.0,185261,above,1,quantile,74.999,78.1,10569,20.035639134803134,lab_so2_central_venous_above_75_to_78
so2_central_venous,%,60.0,75.0,0.0,100.0,185261,above,2,quantile,78.1,82.3,10592,20.079240203977175,lab_so2_central_venous_above_78_to_82
so2_central_venous,%,60.0,75.0,0.0,100.0,185261,above,3,quantile,82.3,87.0,10532,19.965498284392712,lab_so2_central_venous_above_82_to_87
so2_central_venous,%,60.0,75.0,0.0,100.0,185261,above,4,quantile,87.0,93.0,11308,21.436560444351766,lab_so2_central_venous_above_87_to_93
so2_central_venous,%,60.0,75.0,0.0,100.0,185261,above,5,quantile,93.0,100.0,9750,18.483061932475213,lab_so2_central_venous_above_93_to_100
sodium,mmol/L,135.0,145.0,90.0,210.0,9247208,below,1,quantile,97.999,130.0,433400,20.018845613775774,lab_sodium_below_98_to_130
sodium,mmol/L,135.0,145.0,90.0,210.0,9247208,below,2,quantile,130.0,133.0,697287,32.20784679624566,lab_sodium_below_130_to_133
sodium,mmol/L,135.0,145.0,90.0,210.0,9247208,below,3,quantile,133.0,134.0,438697,20.26351526125194,lab_sodium_below_133_to_134
sodium,mmol/L,135.0,145.0,90.0,210.0,9247208,below,4,quantile,134.0,135.0,595576,27.50979232872663,lab_sodium_below_134_to_135
sodium,mmol/L,135.0,145.0,90.0,210.0,9247208,normal,1,quantile,134.999,137.0,2310335,31.647111085663155,lab_sodium_normal_135_to_137
sodium,mmol/L,135.0,145.0,90.0,210.0,9247208,normal,2,quantile,137.0,138.0,1055793,14.462317522985005,lab_sodium_normal_137_to_138
sodium,mmol/L,135.0,145.0,90.0,210.0,9247208,normal,3,quantile,138.0,139.0,1060914,14.532465296303453,lab_sodium_normal_138_to_139
sodium,mmol/L,135.0,145.0,90.0,210.0,9247208,normal,4,quantile,139.0,141.0,1674365,22.93555486669526,lab_sodium_normal_139_to_141
sodium,mmol/L,135.0,145.0,90.0,210.0,9247208,normal,5,quantile,141.0,145.0,1198896,16.422551228353125,lab_sodium_normal_141_to_145
sodium,mmol/L,135.0,145.0,90.0,210.0,9247208,above,1,quantile,144.999,146.0,232207,45.05575530145893,lab_sodium_above_145_to_146
sodium,mmol/L,135.0,145.0,90.0,210.0,9247208,above,2,quantile,146.0,148.0,121829,23.638811976475473,lab_sodium_above_146_to_148
sodium,mmol/L,135.0,145.0,90.0,210.0,9247208,above,3,quantile,148.0,150.0,69249,13.436571674715792,lab_sodium_above_148_to_150
sodium,mmol/L,135.0,145.0,90.0,210.0,9247208,above,4,quantile,150.0,191.0,92092,17.868861047349803,lab_sodium_above_150_to_191
bicarbonate,mmol/L,22.0,28.0,0.0,50.0,7803278,below,1,quantile,1.999,18.0,912359,27.3355672564871,lab_bicarbonate_below_2_to_18
bicarbonate,mmol/L,22.0,28.0,0.0,50.0,7803278,below,2,quantile,18.0,20.0,948408,28.41564633065538,lab_bicarbonate_below_18_to_20
bicarbonate,mmol/L,22.0,28.0,0.0,50.0,7803278,below,3,quantile,20.0,21.0,678078,20.31617682748157,lab_bicarbonate_below_20_to_21
bicarbonate,mmol/L,22.0,28.0,0.0,50.0,7803278,below,4,quantile,21.0,22.0,798781,23.932609585375953,lab_bicarbonate_below_21_to_22
bicarbonate,mmol/L,22.0,28.0,0.0,50.0,7803278,normal,1,quantile,21.999,23.0,1659838,36.16011781506216,lab_bicarbonate_normal_22_to_23
bicarbonate,mmol/L,22.0,28.0,0.0,50.0,7803278,normal,2,quantile,23.0,24.0,843744,18.381241088438635,lab_bicarbonate_normal_23_to_24
bicarbonate,mmol/L,22.0,28.0,0.0,50.0,7803278,normal,3,quantile,24.0,25.0,739900,16.11896532755877,lab_bicarbonate_normal_24_to_25
bicarbonate,mmol/L,22.0,28.0,0.0,50.0,7803278,normal,4,quantile,25.0,26.0,593258,12.924321032973186,lab_bicarbonate_normal_25_to_26
bicarbonate,mmol/L,22.0,28.0,0.0,50.0,7803278,normal,5,quantile,26.0,28.0,753505,16.415354735967252,lab_bicarbonate_normal_26_to_28
bicarbonate,mmol/L,22.0,28.0,0.0,50.0,7803278,above,1,quantile,27.999,29.0,518532,52.67963816350913,lab_bicarbonate_above_28_to_29
bicarbonate,mmol/L,22.0,28.0,0.0,50.0,7803278,above,2,quantile,29.0,30.0,140774,14.30176610668162,lab_bicarbonate_above_29_to_30
bicarbonate,mmol/L,22.0,28.0,0.0,50.0,7803278,above,3,quantile,30.0,32.0,157929,16.044607807280617,lab_bicarbonate_above_30_to_32
bicarbonate,mmol/L,22.0,28.0,0.0,50.0,7803278,above,4,quantile,32.0,50.0,167077,16.97398792252863,lab_bicarbonate_above_32_to_50
bun,mg/dL,8.0,23.0,0.0,250.0,6578894,below,1,quantile,1.999,5.0,210251,27.617147375693875,lab_bun_below_2_to_5
bun,mg/dL,8.0,23.0,0.0,250.0,6578894,below,2,quantile,5.0,6.0,142974,18.780096308186195,lab_bun_below_5_to_6
bun,mg/dL,8.0,23.0,0.0,250.0,6578894,below,3,quantile,6.0,7.0,185409,24.35407050515824,lab_bun_below_6_to_7
bun,mg/dL,8.0,23.0,0.0,250.0,6578894,below,4,quantile,7.0,8.0,222672,29.24868581096169,lab_bun_below_7_to_8
bun,mg/dL,8.0,23.0,0.0,250.0,6578894,normal,1,quantile,7.999,10.0,745341,20.53183140307638,lab_bun_normal_8_to_10
bun,mg/dL,8.0,23.0,0.0,250.0,6578894,normal,2,quantile,10.0,13.0,855854,23.576121578778753,lab_bun_normal_10_to_13
bun,mg/dL,8.0,23.0,0.0,250.0,6578894,normal,3,quantile,13.0,16.0,775779,21.370303839513983,lab_bun_normal_13_to_16
bun,mg/dL,8.0,23.0,0.0,250.0,6578894,normal,4,quantile,16.0,19.0,630837,17.37760156334147,lab_bun_normal_16_to_19
bun,mg/dL,8.0,23.0,0.0,250.0,6578894,normal,5,quantile,19.0,23.0,622362,17.14414161528941,lab_bun_normal_19_to_23
bun,mg/dL,8.0,23.0,0.0,250.0,6578894,above,1,quantile,22.999,27.0,586534,23.037551978777614,lab_bun_above_23_to_27
bun,mg/dL,8.0,23.0,0.0,250.0,6578894,above,2,quantile,27.0,33.0,474018,18.61821192612228,lab_bun_above_27_to_33
bun,mg/dL,8.0,23.0,0.0,250.0,6578894,above,3,quantile,33.0,43.0,507292,19.925129350417972,lab_bun_above_33_to_43
bun,mg/dL,8.0,23.0,0.0,250.0,6578894,above,4,quantile,43.0,59.0,469079,18.424220666923016,lab_bun_above_43_to_59
bun,mg/dL,8.0,23.0,0.0,250.0,6578894,above,5,quantile,59.0,249.0,509068,19.994886077759112,lab_bun_above_59_to_249
calcium_total,mg/dL,8.2,10.2,0.0,20.0,8891913,below,1,quantile,2.1990000000000003,7.4,396474,20.219012013379594,lab_calcium_total_below_2_to_7
calcium_total,mg/dL,8.2,10.2,0.0,20.0,8891913,below,2,quantile,7.4,7.8,541187,27.59895088829245,lab_calcium_total_below_7p4_to_7p8
calcium_total,mg/dL,8.2,10.2,0.0,20.0,8891913,below,3,quantile,7.8,8.0,444919,22.689565030697686,lab_calcium_total_below_7p8_to_8p0
calcium_total,mg/dL,8.2,10.2,0.0,20.0,8891913,below,4,quantile,8.0,8.1,271437,13.842491472015103,lab_calcium_total_below_8p0_to_8p1
calcium_total,mg/dL,8.2,10.2,0.0,20.0,8891913,below,5,quantile,8.1,8.2,306880,15.64998059561517,lab_calcium_total_below_8p1_to_8p2
calcium_total,mg/dL,8.2,10.2,0.0,20.0,8891913,normal,1,quantile,8.199,8.5,1441917,21.001056521727733,lab_calcium_total_normal_8p2_to_8p5
calcium_total,mg/dL,8.2,10.2,0.0,20.0,8891913,normal,2,quantile,8.5,8.8,1342577,19.554201428911412,lab_calcium_total_normal_8p5_to_8p8
calcium_total,mg/dL,8.2,10.2,0.0,20.0,8891913,normal,3,quantile,8.8,9.1,1348377,19.638676560161002,lab_calcium_total_normal_8p8_to_9p1
calcium_total,mg/dL,8.2,10.2,0.0,20.0,8891913,normal,4,quantile,9.1,9.5,1484119,21.61571505431314,lab_calcium_total_normal_9p1_to_9p5
calcium_total,mg/dL,8.2,10.2,0.0,20.0,8891913,normal,5,quantile,9.5,10.2,1248936,18.190350434886714,lab_calcium_total_normal_9p5_to_10p2
calcium_total,mg/dL,8.2,10.2,0.0,20.0,8891913,above,1,quantile,10.199,10.3,164333,35.44944668550596,lab_calcium_total_above_10p2_to_10p3
calcium_total,mg/dL,8.2,10.2,0.0,20.0,8891913,above,2,quantile,10.3,10.4,58377,12.592920163082166,lab_calcium_total_above_10p3_to_10p4
calcium_total,mg/dL,8.2,10.2,0.0,20.0,8891913,above,3,quantile,10.4,10.6,82236,17.739715684794096,lab_calcium_total_above_10p4_to_10p6
calcium_total,mg/dL,8.2,10.2,0.0,20.0,8891913,above,4,quantile,10.6,10.9,70570,15.223159393403368,lab_calcium_total_above_10p6_to_10p9
calcium_total,mg/dL,8.2,10.2,0.0,20.0,8891913,above,5,quantile,10.9,19.9,88054,18.994758073214403,lab_calcium_total_above_11_to_20
chloride,mmol/L,96.0,106.0,50.0,140.0,6587363,below,1,quantile,54.999,91.0,109444,23.985675744977417,lab_chloride_below_55_to_91
chloride,mmol/L,96.0,106.0,50.0,140.0,6587363,below,2,quantile,91.0,93.0,85649,18.77077904573636,lab_chloride_below_91_to_93
chloride,mmol/L,96.0,106.0,50.0,140.0,6587363,below,3,quantile,93.0,95.0,150360,32.95279965109832,lab_chloride_below_93_to_95
chloride,mmol/L,96.0,106.0,50.0,140.0,6587363,below,4,quantile,95.0,96.0,110836,24.290745558187904,lab_chloride_below_95_to_96
chloride,mmol/L,96.0,106.0,50.0,140.0,6587363,normal,1,quantile,95.999,100.0,941299,25.23405123431985,lab_chloride_normal_96_to_100
chloride,mmol/L,96.0,106.0,50.0,140.0,6587363,normal,2,quantile,100.0,102.0,726067,19.464178627140694,lab_chloride_normal_100_to_102
chloride,mmol/L,96.0,106.0,50.0,140.0,6587363,normal,3,quantile,102.0,104.0,961765,25.782697405793087,lab_chloride_normal_102_to_104
chloride,mmol/L,96.0,106.0,50.0,140.0,6587363,normal,4,quantile,104.0,105.0,547939,14.688978527845013,lab_chloride_normal_104_to_105
chloride,mmol/L,96.0,106.0,50.0,140.0,6587363,normal,5,quantile,105.0,106.0,553203,14.830094204901357,lab_chloride_normal_105_to_106
chloride,mmol/L,96.0,106.0,50.0,140.0,6587363,above,1,quantile,105.999,107.0,1079954,35.23688022865794,lab_chloride_above_106_to_107
chloride,mmol/L,96.0,106.0,50.0,140.0,6587363,above,2,quantile,107.0,108.0,466271,15.213551115229507,lab_chloride_above_107_to_108
chloride,mmol/L,96.0,106.0,50.0,140.0,6587363,above,3,quantile,108.0,109.0,386801,12.620593570953135,lab_chloride_above_108_to_109
chloride,mmol/L,96.0,106.0,50.0,140.0,6587363,above,4,quantile,109.0,111.0,525277,17.138806593492646,lab_chloride_above_109_to_111
chloride,mmol/L,96.0,106.0,50.0,140.0,6587363,above,5,quantile,111.0,140.0,606537,19.790168491666776,lab_chloride_above_111_to_140
creatinine,mg/dL,0.6,1.2,0.0,20.0,8243005,below,1,quantile,0.199,0.49,163601,21.355686177760198,lab_creatinine_below_0p2_to_0p5
creatinine,mg/dL,0.6,1.2,0.0,20.0,8243005,below,2,quantile,0.49,0.53,144347,18.842361799140296,lab_creatinine_below_0p5_to_0p5
creatinine,mg/dL,0.6,1.2,0.0,20.0,8243005,below,3,quantile,0.53,0.56,161894,21.132862623469965,lab_creatinine_below_0p5_to_0p6
creatinine,mg/dL,0.6,1.2,0.0,20.0,8243005,below,4,quantile,0.56,0.59,213044,27.80973714130564,lab_creatinine_below_0p6_to_0p6
creatinine,mg/dL,0.6,1.2,0.0,20.0,8243005,below,5,quantile,0.59,0.6,83191,10.859352258323902,lab_creatinine_below_0p6_to_0p6
creatinine,mg/dL,0.6,1.2,0.0,20.0,8243005,normal,1,quantile,0.599,0.69,1052146,22.095774832456623,lab_creatinine_normal_0p6_to_0p7
creatinine,mg/dL,0.6,1.2,0.0,20.0,8243005,normal,2,quantile,0.69,0.76,903507,18.974255694122668,lab_creatinine_normal_0p7_to_0p8
creatinine,mg/dL,0.6,1.2,0.0,20.0,8243005,normal,3,quantile,0.76,0.84,970582,20.382875882658315,lab_creatinine_normal_0p8_to_0p8
creatinine,mg/dL,0.6,1.2,0.0,20.0,8243005,normal,4,quantile,0.84,0.97,883926,18.563041502371398,lab_creatinine_normal_0p8_to_1p0
creatinine,mg/dL,0.6,1.2,0.0,20.0,8243005,normal,5,quantile,0.97,1.2,951591,19.984052088390996,lab_creatinine_normal_1p0_to_1p2
creatinine,mg/dL,0.6,1.2,0.0,20.0,8243005,above,1,quantile,1.199,1.42,573625,20.275259288269034,lab_creatinine_above_1p2_to_1p4
