category,unit,normal_range_lower,normal_range_upper,outlier_range_min,outlier_range_max,total_values,segment,bin_num,binning_method,bin_min,bin_max,count,percentage,token
sbp,mmHg,90.0,120.0,0,300,12193613,below,5,quantile,89.0,90.0,69803,13.51359723079961,vital_sbp_below_89_to_90
sbp,mmHg,90.0,120.0,0,300,12193613,normal,1,quantile,89.999,100.0,1101108,22.64237076299156,vital_sbp_normal_90_to_100
sbp,mmHg,90.0,120.0,0,300,12193613,normal,2,quantile,100.0,106.0,957766,19.694791860732437,vital_sbp_normal_100_to_106
sbp,mmHg,90.0,120.0,0,300,12193613,normal,3,quantile,106.0,111.0,938391,19.296378686427136,vital_sbp_normal_106_to_111
sbp,mmHg,90.0,120.0,0,300,12193613,normal,4,quantile,111.0,116.0,1020160,20.97781594318947,vital_sbp_normal_111_to_116
sbp,mmHg,90.0,120.0,0,300,12193613,normal,5,quantile,116.0,120.0,845617,17.388642746659396,vital_sbp_normal_116_to_120
sbp,mmHg,90.0,120.0,0,300,12193613,above,1,quantile,119.999,126.0,1460031,20.57179354191844,vital_sbp_above_120_to_126
sbp,mmHg,90.0,120.0,0,300,12193613,above,2,quantile,126.0,134.0,1531104,21.573210006640604,vital_sbp_above_126_to_134
sbp,mmHg,90.0,120.0,0,300,12193613,above,3,quantile,134.0,142.0,1282939,18.076572507621616,vital_sbp_above_134_to_142
sbp,mmHg,90.0,120.0,0,300,12193613,above,4,quantile,142.0,155.0,1471088,20.727586344395228,vital_sbp_above_142_to_155
sbp,mmHg,90.0,120.0,0,300,12193613,above,5,quantile,155.0,300.0,1352085,19.050837599424113,vital_sbp_above_155_to_300
spo2,%,95.0,100.0,50,100,14107422,below,1,quantile,49.999,92.0,1113487,27.192090245093098,vital_spo2_below_50_to_92
spo2,%,95.0,100.0,50,100,14107422,below,2,quantile,92.0,93.0,638652,15.596304958395738,vital_spo2_below_92_to_93
spo2,%,95.0,100.0,50,100,14107422,below,3,quantile,93.0,94.0,968841,23.659739094525793,vital_spo2_below_93_to_94
spo2,%,95.0,100.0,50,100,14107422,below,4,quantile,94.0,95.0,1373913,33.55186570198537,vital_spo2_below_94_to_95
spo2,%,95.0,100.0,50,100,14107422,normal,1,quantile,94.999,96.0,3095287,27.18397019894362,vital_spo2_normal_95_to_96
spo2,%,95.0,100.0,50,100,14107422,normal,2,quantile,96.0,97.0,1980054,17.38957612922456,vital_spo2_normal_96_to_97
spo2,%,95.0,100.0,50,100,14107422,normal,3,quantile,97.0,98.0,2100307,18.445683032504796,vital_spo2_normal_97_to_98
spo2,%,95.0,100.0,50,100,14107422,normal,4,quantile,98.0,100.0,4210794,36.98077063932701,vital_spo2_normal_98_to_100
temp_c,celsius,36.5,37.5,32,44,6473309,below,1,quantile,31.999,35.889,598506,20.96866188695745,vital_temp_c_below_32_to_36
temp_c,celsius,36.5,37.5,32,44,6473309,below,2,quantile,35.889,36.111,623330,21.838370900203483,vital_temp_c_below_35p9_to_36p1
temp_c,celsius,36.5,37.5,32,44,6473309,below,3,quantile,36.111,36.278,629167,22.042870235939752,vital_temp_c_below_36p1_to_36p3
temp_c,celsius,36.5,37.5,32,44,6473309,below,4,quantile,36.278,36.389,479140,16.78667324390531,vital_temp_c_below_36p3_to_36p4
temp_c,celsius,36.5,37.5,32,44,6473309,below,5,quantile,36.389,36.5,524145,18.363423732994008,vital_temp_c_below_36p4_to_36p5
temp_c,celsius,36.5,37.5,32,44,6473309,normal,1,quantile,36.499,36.611,782628,23.7031859140392,vital_temp_c_normal_36p5_to_36p6
temp_c,celsius,36.5,37.5,32,44,6473309,normal,2,quantile,36.611,36.722,554560,16.795768590555895,vital_temp_c_normal_36p6_to_36p7
temp_c,celsius,36.5,37.5,32,44,6473309,normal,3,quantile,36.722,36.889,660651,20.0089103345343,vital_temp_c_normal_36p7_to_36p9
temp_c,celsius,36.5,37.5,32,44,6473309,normal,4,quantile,36.889,37.111,669835,20.287062993823945,vital_temp_c_normal_36p9_to_37p1
temp_c,celsius,36.5,37.5,32,44,6473309,normal,5,quantile,37.111,37.5,634110,19.205072167046662,vital_temp_c_normal_37p1_to_37p5
temp_c,celsius,36.5,37.5,32,44,6473309,above,1,quantile,37.499,37.611,169914,27.244958334201876,vital_temp_c_above_37p5_to_37p6
temp_c,celsius,36.5,37.5,32,44,6473309,above,2,quantile,37.611,37.722,88949,14.262578709635005,vital_temp_c_above_37p6_to_37p7
temp_c,celsius,36.5,37.5,32,44,6473309,above,3,quantile,37.722,37.944,120605,19.338478288407178,vital_temp_c_above_37p7_to_37p9
temp_c,celsius,36.5,37.5,32,44,6473309,above,4,quantile,37.944,38.333,125405,20.108137056985214,vital_temp_c_above_37p9_to_38p3
temp_c,celsius,36.5,37.5,32,44,6473309,above,5,quantile,38.333,44.0,118780,19.045847610770732,vital_temp_c_above_38_to_44
weight_kg,kg,50.0,100.0,30,1100,647344,below,1,quantile,30.099,41.6,5461,20.052140706469853,vital_weight_kg_below_30_to_42
weight_kg,kg,50.0,100.0,30,1100,647344,below,2,quantile,41.6,44.906,5507,20.221047220386282,vital_weight_kg_below_42_to_45
weight_kg,kg,50.0,100.0,30,1100,647344,below,3,quantile,44.906,47.083,5376,19.74003084379819,vital_weight_kg_below_45_to_47
weight_kg,kg,50.0,100.0,30,1100,647344,below,4,quantile,47.083,48.8,5504,20.21003157817434,vital_weight_kg_below_47_to_49
weight_kg,kg,50.0,100.0,30,1100,647344,below,5,quantile,48.8,50.0,5386,19.77674965117133,vital_weight_kg_below_49_to_50
weight_kg,kg,50.0,100.0,30,1100,647344,normal,1,quantile,50.008,62.999,95104,20.138230112481367,vital_weight_kg_normal_50_to_63
weight_kg,kg,50.0,100.0,30,1100,647344,normal,2,quantile,62.999,71.577,93811,19.8644379319691,vital_weight_kg_normal_63_to_72
weight_kg,kg,50.0,100.0,30,1100,647344,normal,3,quantile,71.577,79.599,94584,20.028120341509688,vital_weight_kg_normal_72_to_80
weight_kg,kg,50.0,100.0,30,1100,647344,normal,4,quantile,79.599,88.45,94437,19.996993156254238,vital_weight_kg_normal_80_to_88
weight_kg,kg,50.0,100.0,30,1100,647344,normal,5,quantile,88.45,99.999,94320,19.97221845778561,vital_weight_kg_normal_88_to_100
weight_kg,kg,50.0,100.0,30,1100,647344,above,1,quantile,100.01599999999999,105.143,29613,20.028541669484763,vital_weight_kg_above_100_to_105
weight_kg,kg,50.0,100.0,30,1100,647344,above,2,quantile,105.143,111.584,29716,20.0982049859997,vital_weight_kg_above_105_to_112
weight_kg,kg,50.0,100.0,30,1100,647344,above,3,quantile,111.584,120.565,29402,19.885833322060954,vital_weight_kg_above_112_to_121
weight_kg,kg,50.0,100.0,30,1100,647344,above,4,quantile,120.565,136.078,29902,20.224004761453866,vital_weight_kg_above_121_to_136
weight_kg,kg,50.0,100.0,30,1100,647344,above,5,quantile,136.078,606.694,29221,19.763415261000716,vital_weight_kg_above_136_to_607
